file,colourname,hexcolour
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_103339_49430438647_o.jpg-0-2475.jpg,darkslategray,#2f4f4f
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_103339_49430438647_o.jpg-1050-1425.jpg,saddlebrown,#8b4513
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_103339_49430438647_o.jpg-1125-1125.jpg,saddlebrown,#8b4513
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_103339_49430438647_o.jpg-1125-2850.jpg,black,#000000
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_103339_49430438647_o.jpg-1125-975.jpg,saddlebrown,#8b4513
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_103339_49430438647_o.jpg-1350-1875.jpg,saddlebrown,#8b4513
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_103339_49430438647_o.jpg-1350-2400.jpg,black,#000000
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_103339_49430438647_o.jpg-1575-75.jpg,darkslategray,#2f4f4f
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_103339_49430438647_o.jpg-1725-2475.jpg,darkslategray,#2f4f4f
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_103339_49430438647_o.jpg-1950-1875.jpg,silver,#cccccc
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_103339_49430438647_o.jpg-2250-900.jpg,lightsteelblue,#b0c4de
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_103339_49430438647_o.jpg-225-1875.jpg,dimgray,#696969
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_103339_49430438647_o.jpg-225-2250.jpg,black,#000000
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_103339_49430438647_o.jpg-225-2700.jpg,forestgreen,#228b22
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_103339_49430438647_o.jpg-2325-2625.jpg,maroon,#800000
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_103339_49430438647_o.jpg-2400-1275.jpg,saddlebrown,#8b4513
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_103339_49430438647_o.jpg-2400-375.jpg,saddlebrown,#8b4513
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_103339_49430438647_o.jpg-2475-450.jpg,saddlebrown,#8b4513
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_103339_49430438647_o.jpg-2550-300.jpg,saddlebrown,#8b4513
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_103339_49430438647_o.jpg-2625-1575.jpg,lightsteelblue,#b0c4de
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_103339_49430438647_o.jpg-2700-1125.jpg,lightsteelblue,#b0c4de
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_103339_49430438647_o.jpg-300-2475.jpg,black,#000000
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_103339_49430438647_o.jpg-375-0.jpg,darkslategray,#2f4f4f
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_103339_49430438647_o.jpg-450-2250.jpg,black,#000000
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_103339_49430438647_o.jpg-450-2925.jpg,midnightblue,#191970
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_103339_49430438647_o.jpg-525-1800.jpg,saddlebrown,#8b4513
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_103339_49430438647_o.jpg-750-150.jpg,darkslategray,#2f4f4f
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_103339_49430438647_o.jpg-975-2025.jpg,saddlebrown,#8b4513
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_103347_49429738593_o.jpg-1425-375.jpg,gray,#808080
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_103347_49429738593_o.jpg-150-1275.jpg,maroon,#800000
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_103347_49429738593_o.jpg-1575-1500.jpg,firebrick,#b22222
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_103347_49429738593_o.jpg-1650-150.jpg,gray,#808080
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_103347_49429738593_o.jpg-1650-75.jpg,maroon,#800000
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_103347_49429738593_o.jpg-1725-2700.jpg,darkseagreen,#8fbc8f
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_103347_49429738593_o.jpg-1800-0.jpg,maroon,#800000
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_103347_49429738593_o.jpg-1800-2850.jpg,darkgray,#a9a9a9
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_103347_49429738593_o.jpg-2100-1200.jpg,saddlebrown,#8b4513
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_103347_49429738593_o.jpg-2250-1350.jpg,darkgray,#a9a9a9
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_103347_49429738593_o.jpg-2250-2325.jpg,firebrick,#b22222
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_103347_49429738593_o.jpg-2475-1650.jpg,darkgray,#a9a9a9
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_103347_49429738593_o.jpg-2550-675.jpg,firebrick,#b22222
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_103347_49429738593_o.jpg-2775-1200.jpg,firebrick,#b22222
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_103347_49429738593_o.jpg-2925-1125.jpg,firebrick,#b22222
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_103347_49429738593_o.jpg-300-2625.jpg,gray,#808080
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_103347_49429738593_o.jpg-300-825.jpg,maroon,#800000
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_103347_49429738593_o.jpg-450-1050.jpg,maroon,#800000
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_103347_49429738593_o.jpg-450-300.jpg,maroon,#800000
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_103347_49429738593_o.jpg-675-1125.jpg,maroon,#800000
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_103347_49429738593_o.jpg-675-1800.jpg,maroon,#800000
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_103347_49429738593_o.jpg-675-2025.jpg,maroon,#800000
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_103347_49429738593_o.jpg-675-2400.jpg,gray,#808080
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_103347_49429738593_o.jpg-675-2700.jpg,gray,#808080
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_103347_49429738593_o.jpg-675-525.jpg,maroon,#800000
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_103347_49429738593_o.jpg-75-150.jpg,maroon,#800000
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_103347_49429738593_o.jpg-75-75.jpg,dimgray,#696969
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_103347_49429738593_o.jpg-900-2775.jpg,gray,#808080
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_111707_49430219476_o.jpg-0-1425.jpg,gray,#808080
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_111707_49430219476_o.jpg-0-150.jpg,black,#000000
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_111707_49430219476_o.jpg-1200-975.jpg,black,#000000
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_111707_49430219476_o.jpg-1425-1125.jpg,black,#000000
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_111707_49430219476_o.jpg-1500-2250.jpg,dimgray,#696969
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_111707_49430219476_o.jpg-1650-1500.jpg,black,#000000
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_111707_49430219476_o.jpg-1650-2400.jpg,gray,#808080
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_111707_49430219476_o.jpg-1650-300.jpg,black,#000000
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_111707_49430219476_o.jpg-1725-900.jpg,black,#000000
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_111707_49430219476_o.jpg-2025-1275.jpg,black,#000000
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_111707_49430219476_o.jpg-2175-525.jpg,black,#000000
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_111707_49430219476_o.jpg-2250-2475.jpg,black,#000000
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_111707_49430219476_o.jpg-225-225.jpg,rosybrown,#bc8f8f
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_111707_49430219476_o.jpg-2325-900.jpg,black,#000000
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_111707_49430219476_o.jpg-2475-825.jpg,black,#000000
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_111707_49430219476_o.jpg-2550-1575.jpg,gray,#808080
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_111707_49430219476_o.jpg-2625-225.jpg,black,#000000
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_111707_49430219476_o.jpg-2775-525.jpg,silver,#cccccc
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_111707_49430219476_o.jpg-300-300.jpg,darkgray,#a9a9a9
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_111707_49430219476_o.jpg-300-825.jpg,midnightblue,#191970
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_111707_49430219476_o.jpg-450-750.jpg,midnightblue,#191970
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_111707_49430219476_o.jpg-525-1725.jpg,black,#000000
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_111707_49430219476_o.jpg-750-450.jpg,rosybrown,#bc8f8f
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_111707_49430219476_o.jpg-75-525.jpg,saddlebrown,#8b4513
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_111707_49430219476_o.jpg-900-2775.jpg,darkslategray,#2f4f4f
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_111707_49430219476_o.jpg-975-0.jpg,darkslategray,#2f4f4f
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_111707_49430219476_o.jpg-975-2925.jpg,darkslategray,#2f4f4f
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_120138_49429742848_o.jpg-0-825.jpg,darkslategray,#2f4f4f
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_120138_49429742848_o.jpg-1125-1050.jpg,gray,#808080
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_120138_49429742848_o.jpg-1200-1500.jpg,black,#000000
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_120138_49429742848_o.jpg-1200-2925.jpg,black,#000000
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_120138_49429742848_o.jpg-1275-1500.jpg,dimgray,#696969
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_120138_49429742848_o.jpg-1350-1200.jpg,gray,#808080
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_120138_49429742848_o.jpg-1350-1725.jpg,black,#000000
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_120138_49429742848_o.jpg-1500-2550.jpg,black,#000000
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_120138_49429742848_o.jpg-1500-2700.jpg,black,#000000
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_120138_49429742848_o.jpg-150-1800.jpg,darkslategray,#2f4f4f
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_120138_49429742848_o.jpg-150-375.jpg,rosybrown,#bc8f8f
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_120138_49429742848_o.jpg-150-525.jpg,dimgray,#696969
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_120138_49429742848_o.jpg-1650-450.jpg,cornflowerblue,#6495ed
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_120138_49429742848_o.jpg-1950-2250.jpg,darkslategray,#2f4f4f
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_120138_49429742848_o.jpg-1950-300.jpg,cornflowerblue,#6495ed
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_120138_49429742848_o.jpg-2025-2025.jpg,black,#000000
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_120138_49429742848_o.jpg-2100-2250.jpg,black,#000000
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_120138_49429742848_o.jpg-2250-2475.jpg,slategray,#708090
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_120138_49429742848_o.jpg-225-825.jpg,black,#000000
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_120138_49429742848_o.jpg-2550-2775.jpg,black,#000000
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_120138_49429742848_o.jpg-2625-2550.jpg,black,#000000
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_120138_49429742848_o.jpg-2700-2850.jpg,black,#000000
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_120138_49429742848_o.jpg-2850-975.jpg,darkgray,#a9a9a9
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_120138_49429742848_o.jpg-375-150.jpg,lightslategray,#778899
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_120138_49429742848_o.jpg-450-1125.jpg,dimgray,#696969
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_120138_49429742848_o.jpg-450-825.jpg,dimgray,#696969
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_120138_49429742848_o.jpg-525-675.jpg,rosybrown,#bc8f8f
/home/rtanglao/GIT/rt-berlin-january-2020/75PX_BY_75PX_PATCHES/20200123_120138_49429742848_o.jpg-600-1200.jpg,black,#000000
